iter	Passed	Remaining
423	1743	2368
424	1744	2360
425	1745	2351
426	1746	2343
427	1747	2335
428	1748	2326
429	1749	2318
430	1750	2311
431	1751	2303
432	1752	2295
433	1758	2292
434	1759	2285
435	1761	2278
436	1762	2270
437	1766	2266
438	1767	2258
439	1771	2255
440	1773	2247
441	1775	2241
442	1776	2233
443	1777	2226
444	1779	2218
445	1780	2211
446	1782	2204
447	1783	2197
448	1789	2196
449	1791	2189
450	1792	2182
451	1794	2175
452	1795	2167
453	1796	2161
454	1798	2153
455	1803	2151
456	1804	2144
457	1806	2137
458	1807	2130
459	1808	2122
460	1809	2115
461	1810	2108
462	1811	2101
463	1812	2094
464	1813	2086
465	1815	2080
466	1816	2073
467	1817	2066
468	1840	2083
469	1841	2076
470	1857	2086
471	1884	2107
472	1885	2100
473	1886	2093
474	1895	2095
475	1896	2088
476	1897	2080
477	1900	2075
478	1901	2068
479	1902	2061
480	1911	2062
481	1912	2054
482	1913	2047
483	1915	2041
484	1916	2034
485	1916	2027
486	1917	2020
487	1926	2020
488	1928	2015
489	1929	2008
490	1930	2001
491	1931	1994
492	1932	1987
493	1940	1988
494	1943	1982
495	1944	1976
496	1945	1969
497	1946	1962
498	1947	1955
499	1958	1958
500	1961	1954
501	1962	1947
502	1968	1945
503	1973	1942
504	1974	1935
505	1975	1928
506	1976	1922
507	1978	1915
508	1990	1920
509	1992	1914
510	1993	1907
511	1994	1901
512	1999	1898
513	2001	1892
514	2002	1885
515	2003	1878
516	2004	1872
517	2006	1867
518	2007	1860
519	2013	1858
520	2015	1852
521	2016	1846
522	2018	1841
523	2019	1834
524	2020	1828
525	2022	1822
526	2026	1818
527	2028	1813
528	2029	1806
529	2030	1800
530	2035	1797
531	2036	1791
532	2037	1785
533	2045	1785
534	2046	1778
535	2047	1772
536	2048	1766
537	2049	1760
538	2051	1754
539	2052	1748
540	2057	1745
541	2058	1739
542	2060	1734
543	2061	1728
544	2062	1721
545	2063	1715
546	2064	1709
547	2065	1703
548	2067	1698
549	2072	1695
550	2073	1689
551	2074	1683
552	2075	1678
553	2077	1672
554	2078	1666
555	2079	1660
556	2081	1655
557	2082	1649
558	2087	1646
559	2089	1641
560	2090	1635
561	2091	1629
562	2092	1624
563	2093	1618
564	2094	1612
565	2095	1606
566	2096	1601
567	2097	1595
568	2103	1593
569	2104	1587
570	2105	1581
571	2106	1576
572	2107	1570
573	2109	1565
574	2111	1560
575	2112	1555
576	2117	1552
577	2119	1547
578	2120	1541
579	2121	1536
580	2122	1530
581	2124	1525
582	2125	1520
583	2126	1514
584	2127	1509
585	2134	1508
586	2138	1504
587	2139	1499
588	2140	1493
589	2148	1493
590	2150	1488
591	2152	1483
592	2153	1478
593	2158	1475
594	2164	1473
595	2165	1468
596	2166	1462
597	2167	1457
598	2169	1452
599	2170	1446
600	2171	1441
601	2172	1436
602	2173	1430
603	2178	1428
604	2185	1426
605	2186	1421
606	2188	1416
607	2248	1449
608	2249	1444
609	2251	1439
610	2252	1433
611	2253	1428
612	2257	1425
613	2259	1420
614	2261	1415
615	2263	1410
616	2264	1405
617	2265	1400
618	2266	1395
619	2268	1390
620	2274	1388
621	2275	1383
622	2277	1377
623	2278	1372
624	2279	1367
625	2280	1362
626	2281	1357
627	2282	1352
628	2283	1346
629	2288	1343
630	2290	1339
631	2291	1334
632	2292	1329
633	2293	1324
634	2294	1319
635	2296	1314
636	2297	1309
637	2298	1304
638	2303	1301
639	2305	1296
640	2306	1291
641	2307	1286
642	2308	1281
643	2309	1276
644	2310	1271
645	2311	1266
646	2312	1261
647	2313	1256
648	2319	1254
649	2320	1249
650	2321	1244
651	2323	1239
652	2324	1235
653	2326	1230
654	2327	1225
655	2328	1220
656	2329	1216
657	2335	1213
658	2336	1208
659	2337	1204
660	2338	1199
661	2340	1194
662	2341	1190
663	2349	1188
664	2350	1184
665	2352	1179
666	2353	1174
667	2354	1170
668	2360	1167
669	2362	1163
670	2363	1158
671	2364	1154
672	2366	1149
673	2367	1144
674	2368	1140
675	2369	1135
676	2370	1130
677	2375	1128
678	2377	1123
679	2378	1119
680	2379	1114
681	2380	1110
682	2381	1105
683	2382	1100
684	2384	1096
685	2389	1093
686	2391	1089
687	2392	1084
688	2393	1080
689	2394	1075
690	2395	1071
691	2396	1066
692	2404	1065
693	2408	1061
694	2409	1057
695	2411	1053
696	2430	1056
697	2432	1052
698	2438	1049
699	2444	1047
700	2446	1043
701	2447	1038
702	2448	1034
703	2455	1032
704	2457	1028
705	2463	1025
706	2469	1023
707	2470	1018
708	2471	1014
709	2472	1009
710	2479	1007
711	2484	1004
712	2487	1001
713	2489	997
714	2490	992
715	2491	988
716	2492	983
717	2498	981
718	2499	976
719	2501	972
720	2503	968
721	2504	964
722	2509	961
723	2512	957
724	2513	953
725	2514	948
726	2516	945
727	2518	940
728	2519	936
729	2520	932
730	2522	928
731	2524	924
732	2525	919
733	2526	915
734	2527	911
735	2528	906
736	2529	902
737	2530	898
738	2531	893
739	2535	890
740	2536	886
741	2537	882
742	2538	878
743	2540	874
744	2541	869
745	2542	865
746	2543	861
747	2544	857
748	2545	852
749	2545	848
750	2552	846
751	2554	842
752	2555	838
753	2556	833
754	2556	829
755	2557	825
756	2558	821
757	2559	817
758	2562	813
759	2564	809
760	2568	806
761	2569	802
762	2570	798
763	2572	794
764	2573	790
765	2583	789
766	2584	785
767	2585	781
768	2587	777
769	2589	773
770	2600	772
771	2602	768
772	2611	767
773	2613	763
774	2615	759
775	2621	756
776	2626	753
777	2627	749
778	2628	745
779	2629	741
780	2630	737
781	2635	734
782	2638	731
783	2641	727
784	2642	723
785	2643	719
786	2645	715
787	2646	711
788	2653	709
789	2655	705
790	2660	703
791	2662	699
792	2682	700
793	2687	697
794	2688	693
795	2689	689
796	2690	685
797	2691	681
798	2692	677
799	2694	673
800	2705	672
801	2707	668
802	2708	664
803	2713	661
804	2716	657
805	2717	654
806	2718	650
807	2719	646
808	2720	642
809	2721	638
810	2722	634
811	2723	630
812	2724	626
813	2731	624
814	2733	620
815	2734	616
816	2735	612
817	2735	608
818	2736	604
819	2737	600
820	2738	597
821	2743	594
822	2747	590
823	2748	587
824	2749	583
825	2750	579
826	2751	575
827	2752	571
828	2753	567
829	2754	564
830	2759	561
831	2760	557
832	2761	553
833	2762	549
834	2763	546
835	2764	542
836	2765	538
837	2766	534
838	2767	530
839	2768	527
840	2769	523
841	2773	520
842	2774	516
843	2776	513
844	2778	509
845	2779	505
846	2780	502
847	2781	498
848	2782	494
849	2783	491
850	2787	488
851	2789	484
852	2790	480
853	2794	477
854	2795	474
855	2796	470
856	2797	466
857	2799	463
858	2800	459
859	2801	456
860	2802	452
861	2804	449
862	2805	445
863	2806	441
864	2807	438
865	2813	435
866	2814	431
867	2815	428
868	2816	424
869	2818	421
870	2819	417
871	2820	413
872	2821	410
873	2822	406
874	2830	404
875	2832	400
876	2833	397
877	2835	393
878	2836	390
879	2837	386
880	2838	383
881	2844	380
882	2845	377
883	2847	373
884	2848	370
885	2849	366
886	2850	363
887	2851	359
888	2852	356
889	2854	352
890	2860	349
891	2862	346
892	2863	343
893	2864	339
894	2865	336
895	2867	332
896	2872	329
897	2873	326
898	2874	322
899	2875	319
900	2876	316
901	2878	312
902	2879	309
903	2884	306
904	2885	302
905	2887	299
906	2888	296
907	2889	292
908	2890	289
909	2892	286
910	2893	282
911	2894	279
912	2903	276
913	2904	273
914	2906	269
915	2908	266
916	2909	263
917	2910	259
918	2913	256
919	2915	253
920	2919	250
921	2920	247
922	2921	243
923	2928	240
924	2929	237
925	2930	234
926	2931	230
927	2932	227
928	2933	224
929	2934	220
930	2935	217
931	2936	214
932	2937	210
933	2939	207
934	2940	204
935	2941	201
936	2942	197
937	2943	194
938	2944	191
939	2945	188
940	2946	184
941	2947	181
942	2954	178
943	2956	175
944	2957	172
945	2958	168
946	2958	165
947	2959	162
948	2960	159
949	2961	155
950	2962	152
951	2963	149
952	2968	146
953	2972	143
954	2973	140
955	2974	136
956	2975	133
957	2976	130
958	2977	127
959	2977	124
960	2979	120
961	2984	117
962	2985	114
963	2986	111
964	2987	108
965	2988	105
966	2989	102
967	2990	98
968	2991	95
969	2992	92
970	2993	89
971	2994	86
972	3000	83
973	3002	80
974	3003	77
975	3003	73
976	3005	70
977	3005	67
978	3006	64
979	3007	61
980	3009	58
981	3019	55
982	3020	52
983	3022	49
984	3023	46
985	3024	42
986	3025	39
987	3030	36
988	3035	33
989	3036	30
990	3037	27
991	3038	24
992	3039	21
993	3045	18
994	3047	15
995	3048	12
996	3050	9
997	3051	6
998	3052	3
999	3054	0
